"index","seqName","clade","major_lineage","genotype","otherName","seqLength","X.cds","year","geo_location","country","strain","date"
351,"OR389285.1|1982","1III","1III","1III","OR389285",10580,103.9394832,1982,"India","India","OR389285",1982
352,"OR389286.1|1985","1VII","1VII","1VII","OR389286",10591,104.0475489,1985,"India","India","OR389286",1985
353,"OR389287.1|1984","1IV_A","1IV_A","1IV","OR389287",10582,103.9591315,1984,"Indonesia","Indonesia","OR389287",1984
354,"OR389288.1|1985","1IV_A","1IV_A","1IV","OR389288",10582,103.9591315,1985,"Indonesia","Indonesia","OR389288",1985
355,"OR389289.1|1985","1IV_A","1IV_A","1IV","OR389289",10592,104.057373,1985,"Indonesia","Indonesia","OR389289",1985
356,"OR389290.1|1985","1IV_A","1IV_A","1IV","OR389290",10575,103.8903625,1985,"Indonesia","Indonesia","OR389290",1985
357,"OR389291.1|1986","1IV_A","1IV_A","1IV","OR389291",10575,103.8903625,1986,"Indonesia","Indonesia","OR389291",1986
358,"OR389292.1|1977","1V","1V","1V","OR389292",10600,104.1359662,1977,"Jamaica","Jamaica","OR389292",1977
359,"OR389293.1|1964","1I_B","1I_B","1I","OR389293",10575,103.8903625,1964,"Philippines","Philippines","OR389293",1964
360,"OR389294.1|1987","1I_B","1I_B","1I","OR389294",10575,103.8903625,1987,"Taiwan","Taiwan","OR389294",1987
362,"OR389296.1|1987","1I_B","1I_B","1I","OR389296",10575,103.8903625,1987,"Taiwan","Taiwan","OR389296",1987
363,"OR389297.1|1987","1I_B","1I_B","1I","OR389297",10575,103.8903625,1987,"Taiwan","Taiwan","OR389297",1987
365,"OR389299.1|1988","1I_B","1I_B","1I","OR389299",10575,103.8903625,1988,"Taiwan","Taiwan","OR389299",1988
366,"OR389300.1|1988","1I_B","1I_B","1I","OR389300",10575,103.8903625,1988,"Taiwan","Taiwan","OR389300",1988
367,"OR389301.1|1988","1I_B","1I_B","1I","OR389301",10575,103.8903625,1988,"Taiwan","Taiwan","OR389301",1988
368,"OR389302.1|1963","1II","1II","1II","OR389302",10477,102.927596,1963,"Thailand","Thailand","OR389302",1963
369,"OR389303.1|1978","1V","1V","1V","OR389303",10595,104.0868455,1978,"Trinidad and Tobago","Trinidad and Tobago","OR389303",1978
370,"OR389304.1|1978","1V","1V","1V","OR389304",10593,104.0671972,1978,"Trinidad and Tobago","Trinidad and Tobago","OR389304",1978
371,"OQ714403.1|2022-09","1III_A.3","1III_A","1III","OQ714403",10729,105.4032813,2022,"Israel","Israel","OQ714403",2022
373,"OQ714405.1|2022-09","1III_A.3","1III_A","1III","OQ714405",10716,105.2755673,2022,"Israel","Israel","OQ714405",2022
390,"OR167141.1|2023-03-08","1V_E.1","1V_E","1V","OR167141",10081,99.03723352,2023,"Brazil: Mato Grosso","Brazil","OR167141",2023
471,"OR167268.1|2023-03-27","1V_E.1","1V_E","1V","OR167268",10127,99.48914432,2023,"Brazil: Mato Grosso","Brazil","OR167268",2023
475,"OR167272.1|2023","1V_D.1.1","1V_D","1V","OR167272",10036,98.59514687,2023,"Brazil: Mato Grosso do Sul","Brazil","OR167272",2023
507,"OR167373.1|2023-03-08","1V_D.1.1","1V_D","1V","OR167373",9989,98.13341193,2023,"Brazil: Rondonia, Ariquemes","Brazil","OR167373",2023
519,"OQ832614.1|2020-09","1I_E.3","1I_E","1I","OQ832614",10725,105.3639847,2020,"Viet Nam: Hanoi","Viet Nam","OQ832614",2020
522,"OQ603259.1|2013-06-01","1V_D.1","1V_D","1V","OQ603259",10446,102.6230475,2013,"Colombia: Boyaca","Colombia","OQ603259",2013
523,"OQ603260.1|2013-06-18","1V_D.1","1V_D","1V","OQ603260",10735,105.4622262,2013,"Colombia: Meta","Colombia","OQ603260",2013
524,"OQ603261.1|2015-10-09","1V_D.2","1V_D","1V","OQ603261",10735,105.4622262,2015,"Colombia: Cundinamarca","Colombia","OQ603261",2015
525,"OQ603262.1|2016-04-26","1V_D.1","1V_D","1V","OQ603262",10735,105.4622262,2016,"Colombia: Risaralda","Colombia","OQ603262",2016
527,"OQ603264.1|2016-07-19","1V_F","1V_F","1V","OQ603264",10086,99.08635426,2016,"Colombia: Boyaca","Colombia","OQ603264",2016
530,"OQ603267.1|2016-07-12","1V_D.1","1V_D","1V","OQ603267",10106,99.28283721,2016,"Colombia: Boyaca","Colombia","OQ603267",2016
531,"OQ603268.1|2016-08-27","1V_D.1","1V_D","1V","OQ603268",10491,103.0651341,2016,"Colombia: Antioquia","Colombia","OQ603268",2016
557,"OR029772.1|2019-08-18","1I_E.1","1I_E","1I","OR029772",10668,104.8040083,2019,"China","China","OR029772",2019
650,"OR029872.1|2019-08-06","1I_E.1","1I_E","1I","OR029872",10654,104.6664702,2019,"China","China","OR029872",2019
698,"OR029923.1|2019-08-13","1I_E.1","1I_E","1I","OR029923",10654,104.6664702,2019,"China","China","OR029923",2019
744,"OR025603.1|2023-03-24","1V_F","1V_F","1V","OR025603",10345,101.6308085,2023,"Brazil: Rio de Janeiro, Rio de Janeiro","Brazil","OR025603",2023
758,"OR025617.1|2023-03-09","1V_F","1V_F","1V","OR025617",10345,101.6308085,2023,"Brazil: Rio de Janeiro, Rio de Janeiro","Brazil","OR025617",2023
761,"OR025621.1|2023-03-14","1V_F","1V_F","1V","OR025621",10345,101.6308085,2023,"Brazil: Rio de Janeiro, Rio de Janeiro","Brazil","OR025621",2023
793,"OR025653.1|2023-03-27","1V_D.1.1","1V_D","1V","OR025653",10345,101.6308085,2023,"Brazil: Sao Paulo, Mogi Guacu","Brazil","OR025653",2023
807,"MZ130530.1|2016-06-17","1VII_A","1VII_A","1VII","MZ130530",9869,96.9545142,2016,"Democratic Republic of the Congo","Democratic Republic of the Congo","MZ130530",2016
808,"MZ130531.1|2015-05-29","1VII_A","1VII_A","1VII","MZ130531",10596,104.0966696,2015,"Democratic Republic of the Congo","Democratic Republic of the Congo","MZ130531",2015
811,"MZ130534.1|2019-05-28","1VII_A","1VII_A","1VII","MZ130534",10596,104.0966696,2019,"Democratic Republic of the Congo","Democratic Republic of the Congo","MZ130534",2019
815,"MZ130538.1|2016-06-14","1VII_A","1VII_A","1VII","MZ130538",10595,104.0868455,2016,"Democratic Republic of the Congo","Democratic Republic of the Congo","MZ130538",2016
817,"MZ130540.1|2016-06-23","1VII_A","1VII_A","1VII","MZ130540",10595,104.0868455,2016,"Democratic Republic of the Congo","Democratic Republic of the Congo","MZ130540",2016
820,"MZ130543.1|2016-07-25","1III_A","1III_A","1III","MZ130543",10575,103.8903625,2016,"Seychelles","Seychelles","MZ130543",2016
821,"MZ130545.1|2020-01-12","1III_A.3","1III_A","1III","MZ130545",10575,103.8903625,2020,"Djibouti","Djibouti","MZ130545",2020
822,"MZ130546.1|2020-01-08","1III_A.2","1III_A","1III","MZ130546",10575,103.8903625,2020,"Tanzania","Tanzania","MZ130546",2020
823,"MZ130547.1|2020-01-31","1III_A.2","1III_A","1III","MZ130547",10575,103.8903625,2020,"Tanzania","Tanzania","MZ130547",2020
824,"OQ821325.1|2020-01-09","1V_D.2","1V_D","1V","OQ821325",10182,100.0294724,2020,"Bolivia","Bolivia","OQ821325",2020
825,"OQ821326.1|2020-03-15","1V_D.2","1V_D","1V","OQ821326",10592,104.057373,2020,"Bolivia","Bolivia","OQ821326",2020
827,"OQ821328.1|2016-02-08","1V_A","1V_A","1V","OQ821328",10595,104.0868455,2016,"Brazil","Brazil","OQ821328",2016
831,"OQ821332.1|2016-03-15","1V_C","1V_C","1V","OQ821332",10598,104.1163179,2016,"Costa Rica","Costa Rica","OQ821332",2016
832,"OQ821333.1|2019-07-26","1V_D.1.1","1V_D","1V","OQ821333",10575,103.8903625,2019,"Cuba","Cuba","OQ821333",2019
833,"OQ821334.1|2019-08-18","1V_D.1.1","1V_D","1V","OQ821334",10477,102.927596,2019,"Cuba","Cuba","OQ821334",2019
834,"OQ821335.1|2019-08-28","1V_E.2","1V_E","1V","OQ821335",10617,104.3029767,2019,"Cuba","Cuba","OQ821335",2019
836,"OQ821337.1|2019-10-04","1V_D.1.1","1V_D","1V","OQ821337",10609,104.2243835,2019,"Cuba","Cuba","OQ821337",2019
837,"OQ821338.1|2020-01-10","1V_D.1.1","1V_D","1V","OQ821338",10579,103.9296591,2020,"Cuba","Cuba","OQ821338",2020
838,"OQ821339.1|2020-11-25","1V_D.1.1","1V_D","1V","OQ821339",10611,104.2440318,2020,"Cuba","Cuba","OQ821339",2020
839,"OQ821340.1|2021-11-16","1V_E.2","1V_E","1V","OQ821340",10597,104.1064938,2021,"Cuba","Cuba","OQ821340",2021
843,"OQ821344.1|2022-06-23","1V_D.1.1","1V_D","1V","OQ821344",10568,103.8215935,2022,"Cuba","Cuba","OQ821344",2022
844,"OQ821345.1|2022-07-02","1V_E.2","1V_E","1V","OQ821345",10575,103.8903625,2022,"Cuba","Cuba","OQ821345",2022
847,"OQ821348.1|2022-08-28","1V_D.1.1","1V_D","1V","OQ821348",10583,103.9689557,2022,"Cuba","Cuba","OQ821348",2022
850,"OQ821351.1|2022-12-03","1V_D.1.1","1V_D","1V","OQ821351",10617,104.3029767,2022,"Cuba","Cuba","OQ821351",2022
852,"OQ821353.1|2010-07-28","1V_E","1V_E","1V","OQ821353",10575,103.8903625,2010,"Dominican Republic","Dominican Republic","OQ821353",2010
853,"OQ821354.1|2013-09-21","1V_E.2","1V_E","1V","OQ821354",10575,103.8903625,2013,"Dominican Republic","Dominican Republic","OQ821354",2013
854,"OQ821355.1|2019-07-04","1V_E.2","1V_E","1V","OQ821355",10575,103.8903625,2019,"Dominican Republic","Dominican Republic","OQ821355",2019
857,"OQ821358.1|2019-10-08","1V_E.2","1V_E","1V","OQ821358",10616,104.2931526,2019,"Dominican Republic","Dominican Republic","OQ821358",2019
858,"OQ821359.1|2019-10-17","1V_E.2","1V_E","1V","OQ821359",10477,102.927596,2019,"Dominican Republic","Dominican Republic","OQ821359",2019
859,"OQ821360.1|2018-07-05","1V_E.2","1V_E","1V","OQ821360",10477,102.927596,2018,"Haiti","Haiti","OQ821360",2018
860,"OQ821361.1|2019-08-12","1V_E.2","1V_E","1V","OQ821361",10477,102.927596,2019,"Haiti","Haiti","OQ821361",2019
861,"OQ821362.1|2019-08-14","1V_E.2","1V_E","1V","OQ821362",10477,102.927596,2019,"Haiti","Haiti","OQ821362",2019
862,"OQ821363.1|2019-08-23","1V_C","1V_C","1V","OQ821363",10488,103.0356617,2019,"Honduras","Honduras","OQ821363",2019
863,"OQ821364.1|2012-09-02","1V_E","1V_E","1V","OQ821364",10575,103.8903625,2012,"Jamaica","Jamaica","OQ821364",2012
864,"OQ821365.1|2020-12-18","1V_D.1.1","1V_D","1V","OQ821365",10575,103.8903625,2020,"Cuba","Cuba","OQ821365",2020
865,"OQ821366.1|2019-12-05","1V_D.1","1V_D","1V","OQ821366",10558,103.723352,2019,"Mexico","Mexico","OQ821366",2019
866,"OQ821367.1|2022-12-07","1V_D.1.2","1V_D","1V","OQ821367",10497,103.124079,2022,"Mexico","Mexico","OQ821367",2022
867,"OQ821368.1|2013-08-05","1V_E.3","1V_E","1V","OQ821368",10575,103.8903625,2013,"Puerto Rico","USA","OQ821368",2013
868,"OQ821369.1|2022-12-15","1V_E.2","1V_E","1V","OQ821369",10477,102.927596,2022,"Puerto Rico","USA","OQ821369",2022
872,"OQ821373.1|2010-08-11","1V_C","1V_C","1V","OQ821373",10477,102.927596,2010,"USA: Florida","USA","OQ821373",2010
875,"OQ821376.1|2010-11-20","1V_C","1V_C","1V","OQ821376",10575,103.8903625,2010,"USA: Florida","USA","OQ821376",2010
876,"OQ821377.1|2013-08-29","1V_E.2","1V_E","1V","OQ821377",10590,104.0377247,2013,"USA: Florida","USA","OQ821377",2013
877,"OQ821378.1|2019-09-20","1III_A.3","1III_A","1III","OQ821378",10477,102.927596,2019,"USA: Florida","USA","OQ821378",2019
878,"OQ821379.1|2019-01-07","1V_D.1","1V_D","1V","OQ821379",10567,103.8117693,2019,"Venezuela","Venezuela","OQ821379",2019
879,"OQ821380.1|2019-10-23","1V_D.1","1V_D","1V","OQ821380",10575,103.8903625,2019,"Venezuela","Venezuela","OQ821380",2019
897,"OQ786019.1|2023-01-26","1V_E.1","1V_E","1V","OQ786019",10331,101.4932705,2023,"Brazil: Sao Paulo, Cajobi","Brazil","OQ786019",2023
925,"OQ683856.1|2019-11-08","1I_K.2","1I_K","1I","OQ683856",10733,105.4425779,2019,"Cambodia","Cambodia","OQ683856",2019
926,"OQ683880.1|2020-07-31","1I_E.1","1I_E","1I","OQ683880",10680,104.921898,2020,"Cambodia","Cambodia","OQ683880",2020
932,"OQ678244.1|2018-08-21","1I_E.1","1I_E","1I","OQ678244",10497,103.124079,2018,"Cambodia","Cambodia","OQ678244",2018
946,"OQ605988.1|2022-03-30","1V_E.1","1V_E","1V","OQ605988",10349,101.6701051,2022,"Brazil: Sao Paulo, Espirito Santo do Turvo","Brazil","OQ605988",2022
958,"OQ593388.1|2017-06-24","1VII_B","1VII_B","1VII","OQ593388",10697,105.0889085,2017,"Cameroon: Kribi","Cameroon","OQ593388",2017
960,"OQ593390.1|2017-06-25","1VII_B","1VII_B","1VII","OQ593390",10702,105.1380293,2017,"Cameroon: Kribi","Cameroon","OQ593390",2017
961,"OQ593391.1|2017-04-11","1VII_B","1VII_B","1VII","OQ593391",10676,104.8826014,2017,"Cameroon: Douala","Cameroon","OQ593391",2017
963,"OQ593393.1|2018-06-30","1VII_B","1VII_B","1VII","OQ593393",10697,105.0889085,2018,"Cameroon: Mfou","Cameroon","OQ593393",2018
964,"OQ445880.1|2022-05-18","1V_E.1","1V_E","1V","OQ445880",10176,99.97052756,2022,"USA: Florida","USA","OQ445880",2022
965,"OQ445881.1|2022-07-19","1V_D.1.1","1V_D","1V","OQ445881",10176,99.97052756,2022,"USA: Florida","USA","OQ445881",2022
966,"OQ445882.1|2022-08-15","1V_B","1V_B","1V","OQ445882",10176,99.97052756,2022,"USA: Florida","USA","OQ445882",2022
967,"OQ445883.1|2022-08-20","1III_A","1III_A","1III","OQ445883",10176,99.97052756,2022,"USA: Florida","USA","OQ445883",2022
968,"OQ445884.1|2022-10-01","1V_E.2","1V_E","1V","OQ445884",10176,99.97052756,2022,"USA: Florida","USA","OQ445884",2022
988,"OQ426585.1|2019-02-20","1I_E.1","1I_E","1I","OQ426585",10176,99.97052756,2019,"Viet Nam: Nha Trang","Viet Nam","OQ426585",2019
1025,"OQ426623.1|2019-01-07","1I_E.1","1I_E","1I","OQ426623",10176,99.97052756,2019,"Viet Nam: Nha Trang","Viet Nam","OQ426623",2019
1031,"OQ426629.1|2019-01-14","1I_E.1","1I_E","1I","OQ426629",10176,99.97052756,2019,"Viet Nam: Nha Trang","Viet Nam","OQ426629",2019
1064,"OQ426663.1|2018-01-30","1I_E.1","1I_E","1I","OQ426663",10176,99.97052756,2018,"Viet Nam: Nha Trang","Viet Nam","OQ426663",2018
1073,"OQ426672.1|2017-05-30","1I_E.1","1I_E","1I","OQ426672",10176,99.97052756,2017,"Viet Nam: Nha Trang","Viet Nam","OQ426672",2017
1085,"OQ426684.1|2018-10-01","1I_E.1","1I_E","1I","OQ426684",10176,99.97052756,2018,"Viet Nam: Nha Trang","Viet Nam","OQ426684",2018
1089,"OQ426688.1|2018-09-04","1I_E.1","1I_E","1I","OQ426688",10176,99.97052756,2018,"Viet Nam: Nha Trang","Viet Nam","OQ426688",2018
1156,"OQ339083.1|2021","1III_A.3","1III_A","1III","OQ339083",10711,105.2264466,2021,"India","India","OQ339083",2021
1158,"OQ339085.1|2021","1III_A.3","1III_A","1III","OQ339085",10709,105.2067983,2021,"India","India","OQ339085",2021
1160,"OQ080034.1|2020-08-17","1I_H.1","1I_H","1I","OQ080034",10721,105.3246881,2020,"Sri Lanka","Sri Lanka","OQ080034",2020
1161,"OQ080036.1|2021-10-29","1III_A.4","1III_A","1III","OQ080036",8335,81.88427154,2021,"Sri Lanka","Sri Lanka","OQ080036",2021
1162,"OQ080037.1|2022-03-15","1III_A.4","1III_A","1III","OQ080037",8322,81.75655762,2022,"Sri Lanka","Sri Lanka","OQ080037",2022
1163,"OM281569.1|2018-12","1I_E.1","1I_E","1I","OM281569",10735,105.4622262,2018,"Cambodia","Cambodia","OM281569",2018
1164,"OM281570.1|2018-12","1I_E.1","1I_E","1I","OM281570",10735,105.4622262,2018,"China: Shanghai","China","OM281570",2018
1166,"OM281572.1|2018-12","1I_K.1.1","1I_K","1I","OM281572",10735,105.4622262,2018,"Thailand","Thailand","OM281572",2018
1168,"OM281574.1|2018-12","1I_E.1","1I_E","1I","OM281574",10735,105.4622262,2018,"Cambodia","Cambodia","OM281574",2018
1174,"OM281580.1|2019-12","1I_E.1","1I_E","1I","OM281580",10735,105.4622262,2019,"Cambodia","Cambodia","OM281580",2019
1180,"OM281586.1|2019-12","1I_E.1","1I_E","1I","OM281586",10735,105.4622262,2019,"Thailand","Thailand","OM281586",2019
1183,"OM281589.1|2019-12","1IV_B.2","1IV_B","1IV","OM281589",10735,105.4622262,2019,"Philippines","Philippines","OM281589",2019
1184,"OM281590.1|2019-12","1I_K.2","1I_K","1I","OM281590",10735,105.4622262,2019,"Cambodia","Cambodia","OM281590",2019
1190,"OM281596.1|2019-12","1I_K.2","1I_K","1I","OM281596",10735,105.4622262,2019,"Maldives","Maldives","OM281596",2019
1191,"OM281597.1|2019-12","1IV_B.1","1IV_B","1IV","OM281597",10736,105.4720503,2019,"Philippines","Philippines","OM281597",2019
1193,"OM281599.1|2020-12","1IV_B.1","1IV_B","1IV","OM281599",10736,105.4720503,2020,"Philippines","Philippines","OM281599",2020
1194,"OQ061266.1|1983","1IV","1IV","1IV","OQ061266",10614,104.2735043,1983,"Sri Lanka","Sri Lanka","OQ061266",1983
1195,"OQ061315.1|1997","1III","1III","1III","OQ061315",10594,104.0770213,1997,"Sri Lanka","Sri Lanka","OQ061315",1997
1196,"OP984871.1|2022-08-12","1I_K.1.1","1I_K","1I","OP984871",10680,104.921898,2022,"Myanmar","Myanmar","OP984871",2022
1197,"OP898557.1|2022-04","1III_A.1","1III_A","1III","OP898557",10510,103.2517929,2022,"Pakistan","Pakistan","OP898557",2022
1198,"OP898558.1|2022-10","1III_A.1","1III_A","1III","OP898558",10510,103.2517929,2022,"Pakistan","Pakistan","OP898558",2022
1199,"OP895911.1|2021-01","1V_E.2","1V_E","1V","OP895911",10675,104.8727773,2021,"Saint Martin","Saint Martin","OP895911",2021
1200,"OP895912.1|2021-01","1V_E.2","1V_E","1V","OP895912",10669,104.8138324,2021,"Saint Martin","Saint Martin","OP895912",2021
1201,"OP895913.1|2017-01","1IV_B.2","1IV_B","1IV","OP895913",10656,104.6861185,2017,"Malaysia","Malaysia","OP895913",2017
1202,"OP895914.1|2017-02","1I_K.1.2","1I_K","1I","OP895914",10689,105.0103154,2017,"Thailand","Thailand","OP895914",2017
1203,"OP895915.1|2019-03","1I_K.1.1","1I_K","1I","OP895915",10687,104.9906671,2019,"Thailand","Thailand","OP895915",2019
1204,"OP895916.1|2017-10","1I_K.2","1I_K","1I","OP895916",10689,105.0103154,2017,"Borneo","Borneo","OP895916",2017
1218,"OP410985.1|2010-03","1I_K","1I_K","1I","OP410985",10735,105.4622262,2010,"Singapore","Singapore","OP410985",2010
1221,"OP410988.1|2019-05","1I_K.1.1","1I_K","1I","OP410988",10735,105.4622262,2019,"Singapore","Singapore","OP410988",2019
1224,"LC707382.1|2021-06-30","1VII_B","1VII_B","1VII","LC707382",10670,104.8236565,2021,"Gabon: Lambarene","Gabon","LC707382",2021
1247,"ON426283.1|2022-03-14","1V_A","1V_A","1V","ON426283",10353,101.7094017,2022,"Brazil: Sao Paulo, Taubate","Brazil","ON426283",2022
1256,"ON426292.1|2020-01-22","1V_C","1V_C","1V","ON426292",10421,102.3774438,2020,"Brazil: Sao Paulo, Sao Pedro","Brazil","ON426292",2020
1257,"ON426293.1|2020-02-09","1V_A","1V_A","1V","ON426293",10421,102.3774438,2020,"Brazil: Sao Paulo, Sao Pedro","Brazil","ON426293",2020
1261,"ON426297.1|2021-03-15","1V_A","1V_A","1V","ON426297",10421,102.3774438,2021,"Brazil: Sao Paulo, Sumare","Brazil","ON426297",2021
1263,"ON426299.1|2021-03-20","1V_A","1V_A","1V","ON426299",10421,102.3774438,2021,"Brazil: Sao Paulo, Louveira","Brazil","ON426299",2021
1264,"ON426300.1|2021-03-26","1V_D.2","1V_D","1V","ON426300",10421,102.3774438,2021,"Brazil: Sao Paulo, Nazare Paulista","Brazil","ON426300",2021
1281,"ON426317.1|2021-05-08","1V_D.1.1","1V_D","1V","ON426317",10421,102.3774438,2021,"Brazil: Sao Paulo, Taubate","Brazil","ON426317",2021
1282,"ON426318.1|2021-04-27","1V_A","1V_A","1V","ON426318",10421,102.3774438,2021,"Brazil: Sao Paulo, Itanhaem","Brazil","ON426318",2021
1287,"ON426323.1|2020-01-26","1V_E.1","1V_E","1V","ON426323",10421,102.3774438,2020,"Brazil: Sao Paulo, Piracicaba","Brazil","ON426323",2020
1288,"ON426324.1|2020-01-20","1V_E.1","1V_E","1V","ON426324",10421,102.3774438,2020,"Brazil: Sao Paulo, Piracicaba","Brazil","ON426324",2020
1292,"ON426328.1|2020-04-04","1V_E.1","1V_E","1V","ON426328",10421,102.3774438,2020,"Brazil: Sao Paulo, Piracicaba","Brazil","ON426328",2020
1318,"ON426354.1|2021-04-07","1V_E.1","1V_E","1V","ON426354",10421,102.3774438,2021,"Brazil: Sao Paulo, Ribeirao Preto","Brazil","ON426354",2021
1320,"ON426356.1|2021-04-07","1V_F","1V_F","1V","ON426356",10421,102.3774438,2021,"Brazil: Sao Paulo, Ribeirao Preto","Brazil","ON426356",2021
1332,"ON632048.1|2022-04-03","1V_F","1V_F","1V","ON632048",10350,101.6799293,2022,"Brazil: Sao Paulo, Paulinia","Brazil","ON632048",2022
1360,"ON632076.1|2022-04-13","1V_E.1","1V_E","1V","ON632076",10243,100.6287455,2022,"Brazil: Sao Paulo, Mairipora","Brazil","ON632076",2022
1366,"ON632082.1|2022-03-11","1V_A","1V_A","1V","ON632082",10353,101.7094017,2022,"Brazil: Sao Paulo, Ourinhos","Brazil","ON632082",2022
1409,"OL321179.1|2016-02-02","1IV_A","1IV_A","1IV","OL321179",10247,100.668042,2016,"Papua New Guinea: Western Province, Tupensome","Papua New Guinea","OL321179",2016
1410,"OL321180.1|2016-02-08","1IV_A","1IV_A","1IV","OL321180",10464,102.7998821,2016,"Papua New Guinea: Western Province, Kiunga","Papua New Guinea","OL321180",2016
1411,"OL321181.1|2016-02-08","1IV_A","1IV_A","1IV","OL321181",10400,102.1711367,2016,"Papua New Guinea: Western Province, St Gabriel","Papua New Guinea","OL321181",2016
1413,"ON907577.1|2019-06-13","1I_E.1","1I_E","1I","ON907577",10426,102.4265645,2019,"Cambodia","Cambodia","ON907577",2019
1418,"ON908215.1|2019-09-18","1IV_B.1","1IV_B","1IV","ON908215",10601,104.1457904,2019,"China","China","ON908215",2019
1420,"ON908217.1|2019-08-09","1III_A","1III_A","1III","ON908217",10570,103.8412418,2019,"Pakistan","Pakistan","ON908217",2019
1423,"ON908220.1|2019-10-18","1III_A.2","1III_A","1III","ON908220",10578,103.919835,2019,"India","India","ON908220",2019
1426,"ON881244.1|2019-09-18","1IV_B.1","1IV_B","1IV","ON881244",10660,104.7254151,2019,"China: Guangzhou","China","ON881244",2019
1429,"ON873938.1|2019-08-09","1III_A","1III_A","1III","ON873938",10477,102.927596,2019,"Pakistan","Pakistan","ON873938",2019
1432,"ON845601.1|2021-08-31","1I_E.1","1I_E","1I","ON845601",10685,104.9710188,2021,"Viet Nam","Viet Nam","ON845601",2021
1434,"ON680908.1|2020-08-24","1III_A.4","1III_A","1III","ON680908",10728,105.3934571,2020,"Sri Lanka","Sri Lanka","ON680908",2020
1435,"OM909246.1|2020-01-31","1V_E.2","1V_E","1V","OM909246",10666,104.78436,2020,"USA: Florida","USA","OM909246",2020
1445,"ON123592.1|2021-08-20","1V_D.1.2","1V_D","1V","ON123592",10636,104.4896355,2021,"Peru","Peru","ON123592",2021
1452,"ON123599.1|2021-08-28","1V_D.1.1","1V_D","1V","ON123599",10636,104.4896355,2021,"Peru","Peru","ON123599",2021
1453,"ON123600.1|2021-08-30","1V_D.1.1","1V_D","1V","ON123600",10636,104.4896355,2021,"Peru","Peru","ON123600",2021
1458,"ON123646.1|2020","1III_A.3","1III_A","1III","ON123646",10735,105.4622262,2020,"India","India","ON123646",2020
1461,"ON123650.1|2020","1III_A.3","1III_A","1III","ON123650",10735,105.4622262,2020,"India","India","ON123650",2020
1462,"ON123653.1|2020","1III_A","1III_A","1III","ON123653",10586,103.9984281,2020,"India","India","ON123653",2020
1464,"ON123657.1|2019","1III_A.3","1III_A","1III","ON123657",10735,105.4622262,2019,"India","India","ON123657",2019
1467,"ON123666.1|2018","1I_H.1","1I_H","1I","ON123666",10735,105.4622262,2018,"India","India","ON123666",2018
1468,"ON123667.1|2018","1III_A.3","1III_A","1III","ON123667",10735,105.4622262,2018,"India","India","ON123667",2018
1474,"ON038481.1|2004-11-03","1I_J","1I_J","1I","ON038481",10459,102.7507614,2004,"Thailand","Thailand","ON038481",2004
1476,"ON038483.1|2009-05-13","1I_E","1I_E","1I","ON038483",10459,102.7507614,2009,"Thailand","Thailand","ON038483",2009
1477,"ON038484.1|2009-12-14","1I_F","1I_F","1I","ON038484",10459,102.7507614,2009,"Thailand","Thailand","ON038484",2009
1487,"OM833055.1|2020-02-18","1V_E.2","1V_E","1V","OM833055",10311,101.2967875,2020,"USA","USA","OM833055",2020
1490,"OM833058.1|2020-06-27","1V_E.2","1V_E","1V","OM833058",10311,101.2967875,2020,"USA","USA","OM833058",2020
1491,"OM833059.1|2013-07-24","1V_E.3","1V_E","1V","OM833059",10311,101.2967875,2013,"USA","USA","OM833059",2013
1492,"OK469341.1|1992","1IV_A","1IV_A","1IV","OK469341",10690,105.0201395,1992,"Singapore","Singapore","OK469341",1992
1493,"OK469342.1|1997","1IV","1IV","1IV","OK469342",10690,105.0201395,1997,"Malaysia","Malaysia","OK469342",1997
1494,"OK469343.1|1994","1III","1III","1III","OK469343",10691,105.0299637,1994,"Pakistan","Pakistan","OK469343",1994
1495,"OK469344.1|1975","1IV_B","1IV_B","1IV","OK469344",10690,105.0201395,1975,"Fiji","Fiji","OK469344",1975
1496,"OM666557.1|2021-11-16","1III_A.3","1III_A","1III","OM666557",10706,105.1773259,2021,"India","India","OM666557",2021
1498,"OM654347.1|2021-01-25","1V_D.1","1V_D","1V","OM654347",10669,104.8138324,2021,"Colombia","Colombia","OM654347",2021
1499,"OM654348.1|2021-01-25","1V_D.1","1V_D","1V","OM654348",10637,104.4994597,2021,"Colombia","Colombia","OM654348",2021
2,"LC652827.1|2015-11","1I_K","1I_K","1I","LC652827",10735,105.4622262,2015,"Thailand","Thailand","LC652827",2015
3,"LC652828.1|2015-11","1I_K","1I_K","1I","LC652828",10735,105.4622262,2015,"Thailand","Thailand","LC652828",2015
4,"OK605753.1|1983","1IV","1IV","1IV","OK605753",10735,105.4622262,1983,"Australia","Australia","OK605753",1983
5,"OK605754.1|1997","1V_H","1V_H","1V","OK605754",10735,105.4622262,1997,"Brazil","Brazil","OK605754",1997
6,"OK605755.1|1996","1I_F","1I_F","1I","OK605755",10735,105.4622262,1996,"Thailand","Thailand","OK605755",1996
7,"OK605756.1|2007","1V_E","1V_E","1V","OK605756",10735,105.4622262,2007,"Ecuador","Ecuador","OK605756",2007
8,"OL452067.1|1988","1V","1V","1V","OL452067",10705,105.1675017,1988,"Angola","Angola","OL452067",1988
10,"MW793678.1|2017-07","1I_H.1","1I_H","1I","MW793678",10551,103.654583,2017,"Myanmar: Yangon","Myanmar","MW793678",2017
