index,seqName,clade,major_lineage,genotype,otherName,seqLength,%cds,year,geo_location,country,strain,date
182,FJ461329.1|2007,3II_A.1,3II_A,3II,FJ461329,10638,104.570923,2007,Viet Nam: South,Viet Nam,FJ461329,2007
183,OR393967.1|2019-04-10,3I_A.1.1,3I_A,3I,OR393967,10173,100,2019,Sri Lanka,Sri Lanka,OR393967,2019
183,MW946943.1|2003,3II_A.4,3II_A,3II,MW946943,10173,100,2003,Thailand,Thailand,MW946943,2003
183,FJ461334.1|2008,3II_A.1,3II_A,3II,FJ461334,10638,104.570923,2008,Viet Nam: South,Viet Nam,FJ461334,2008
184,OR393971.1|2019-07-01,3I_A.1.1,3I_A,3I,OR393971,10173,100,2019,Sri Lanka,Sri Lanka,OR393971,2019
184,MW946944.1|2006,3II_B,3II_B,3II,MW946944,10173,100,2006,Thailand,Thailand,MW946944,2006
184,FJ461337.1|2008,3II_A.1,3II_A,3II,FJ461337,10623,104.4234739,2008,Viet Nam: South,Viet Nam,FJ461337,2008
185,OR393972.1|2019-07-02,3I_A.1.1,3I_A,3I,OR393972,10173,100,2019,Sri Lanka,Sri Lanka,OR393972,2019
185,MW946945.1|2004,3II_A,3II_A,3II,MW946945,10173,100,2004,Thailand,Thailand,MW946945,2004
185,FJ461338.1|2008,3II_A.1,3II_A,3II,FJ461338,10638,104.570923,2008,Viet Nam: South,Viet Nam,FJ461338,2008
186,OR393973.1|2019-07-04,3I_A.1.1,3I_A,3I,OR393973,10173,100,2019,Sri Lanka,Sri Lanka,OR393973,2019
186,MW946946.1|2005,3II_A.2,3II_A,3II,MW946946,10173,100,2005,Thailand,Thailand,MW946946,2005
186,FJ547061.1|2007,3II_A.1,3II_A,3II,FJ547061,10638,104.570923,2007,Viet Nam: South,Viet Nam,FJ547061,2007
187,OR393977.1|2019-07-27,3I_A.1.1,3I_A,3I,OR393977,10173,100,2019,Sri Lanka,Sri Lanka,OR393977,2019
187,MW946947.1|2002,3II_A.5,3II_A,3II,MW946947,10173,100,2002,Thailand,Thailand,MW946947,2002
187,FJ547062.1|2007,3II_A.1,3II_A,3II,FJ547062,10638,104.570923,2007,Viet Nam: South,Viet Nam,FJ547062,2007
188,OR393978.1|2019-08-05,3I_A.1.1,3I_A,3I,OR393978,10173,100,2019,Sri Lanka,Sri Lanka,OR393978,2019
188,MW946948.1|2001,3II_A.2,3II_A,3II,MW946948,10173,100,2001,Thailand,Thailand,MW946948,2001
188,FJ547066.1|2008,3II_A.1,3II_A,3II,FJ547066,10637,104.5610931,2008,Viet Nam: South,Viet Nam,FJ547066,2008
189,OR393979.1|2019-08-04,3I_A.1.1,3I_A,3I,OR393979,10173,100,2019,Sri Lanka,Sri Lanka,OR393979,2019
189,MW946949.1|2003,3II_A,3II_A,3II,MW946949,10173,100,2003,Thailand,Thailand,MW946949,2003
189,FJ547069.1|1999,3III_C.1,3III_C,3III,FJ547069,10648,104.6692225,1999,USA: Puerto Rico,USA,FJ547069,1999
190,OR393981.1|2019-08-07,3I_A.1.1,3I_A,3I,OR393981,10173,100,2019,Sri Lanka,Sri Lanka,OR393981,2019
190,MW946950.1|2002,3II_A,3II_A,3II,MW946950,10173,100,2002,Thailand,Thailand,MW946950,2002
190,FJ547070.1|1998,3III_C.1,3III_C,3III,FJ547070,10648,104.6692225,1998,USA: Puerto Rico,USA,FJ547070,1998
191,OR393987.1|2019-09-02,3I_A.1.1,3I_A,3I,OR393987,10173,100,2019,Sri Lanka,Sri Lanka,OR393987,2019
191,MW946951.1|2006,3II_A.2,3II_A,3II,MW946951,10173,100,2006,Thailand,Thailand,MW946951,2006
191,FJ547071.1|2000,3III_C.1,3III_C,3III,FJ547071,10648,104.6692225,2000,USA: Puerto Rico,USA,FJ547071,2000
192,OR393995.1|2019-10-04,3I_A.1.1,3I_A,3I,OR393995,10173,100,2019,Sri Lanka,Sri Lanka,OR393995,2019
192,MW946952.1|2001,3II_A,3II_A,3II,MW946952,10173,100,2001,Thailand,Thailand,MW946952,2001
192,FJ547072.1|2000,3III_C.1,3III_C,3III,FJ547072,10649,104.6790524,2000,USA: Puerto Rico,USA,FJ547072,2000
193,OR393997.1|2019-10-07,3I_A.1.1,3I_A,3I,OR393997,10173,100,2019,Sri Lanka,Sri Lanka,OR393997,2019
193,MW946953.1|2003,3II_A,3II_A,3II,MW946953,10173,100,2003,Thailand,Thailand,MW946953,2003
193,FJ547073.1|2000,3III_C.1,3III_C,3III,FJ547073,10648,104.6692225,2000,USA: Puerto Rico,USA,FJ547073,2000
194,OR394001.1|2019-10-15,3I_A.1.1,3I_A,3I,OR394001,10173,100,2019,Sri Lanka,Sri Lanka,OR394001,2019
194,MW946954.1|2001,3II_A,3II_A,3II,MW946954,10173,100,2001,Thailand,Thailand,MW946954,2001
194,FJ547074.1|2000,3III_C.1,3III_C,3III,FJ547074,10648,104.6692225,2000,USA: Puerto Rico,USA,FJ547074,2000
195,OR394002.1|2019-10-16,3I_A.1.1,3I_A,3I,OR394002,10173,100,2019,Sri Lanka,Sri Lanka,OR394002,2019
195,MW946955.1|1978,3I_B,3I_B,3I,MW946955,10173,100,1978,Indonesia,Indonesia,MW946955,1978
195,FJ547075.1|2000,3III_C.1,3III_C,3III,FJ547075,10648,104.6692225,2000,USA: Puerto Rico,USA,FJ547075,2000
196,OR394003.1|2019-10-17,3I_A.1.1,3I_A,3I,OR394003,10173,100,2019,Sri Lanka,Sri Lanka,OR394003,2019
196,MW946956.1|2006,3II_A.5,3II_A,3II,MW946956,10173,100,2006,Thailand,Thailand,MW946956,2006
196,FJ547076.1|2000,3III_C.1,3III_C,3III,FJ547076,10648,104.6692225,2000,USA: Puerto Rico,USA,FJ547076,2000
197,OR394004.1|2019-10-17,3I_A.1.1,3I_A,3I,OR394004,10173,100,2019,Sri Lanka,Sri Lanka,OR394004,2019
197,MW946957.1|2013,3III_B.1,3III_B,3III,MW946957,10173,100,2013,Thailand,Thailand,MW946957,2013
197,FJ547077.1|2000,3III_C.1,3III_C,3III,FJ547077,10648,104.6692225,2000,USA: Puerto Rico,USA,FJ547077,2000
198,OR394005.1|2019-10-17,3I_A.1.1,3I_A,3I,OR394005,10173,100,2019,Sri Lanka,Sri Lanka,OR394005,2019
198,MW946958.1|2002,3III_B.1,3III_B,3III,MW946958,10173,100,2002,Thailand,Thailand,MW946958,2002
198,FJ547078.1|2000,3III_C.1,3III_C,3III,FJ547078,10648,104.6692225,2000,USA: Puerto Rico,USA,FJ547078,2000
199,OR394007.1|2019-10-18,3I_A.1.1,3I_A,3I,OR394007,10173,100,2019,Sri Lanka,Sri Lanka,OR394007,2019
199,MW946959.1|1994,3II_B,3II_B,3II,MW946959,10173,100,1994,Thailand,Thailand,MW946959,1994
199,FJ547079.1|2001,3III_C.1,3III_C,3III,FJ547079,10648,104.6692225,2001,USA: Puerto Rico,USA,FJ547079,2001
200,OR394009.1|2019-10-21,3I_A.1.1,3I_A,3I,OR394009,10173,100,2019,Sri Lanka,Sri Lanka,OR394009,2019
200,MW946960.1|1996,3II_A,3II_A,3II,MW946960,10173,100,1996,Thailand,Thailand,MW946960,1996
200,FJ547080.1|2001,3III_C.1,3III_C,3III,FJ547080,10648,104.6692225,2001,USA: Puerto Rico,USA,FJ547080,2001
201,OR394012.1|2019-10-29,3I_A.1.1,3I_A,3I,OR394012,10173,100,2019,Sri Lanka,Sri Lanka,OR394012,2019
201,MW946961.1|2012,3II_A.5,3II_A,3II,MW946961,10173,100,2012,Thailand,Thailand,MW946961,2012
201,FJ547081.1|2001,3III_C.1,3III_C,3III,FJ547081,10648,104.6692225,2001,USA: Puerto Rico,USA,FJ547081,2001
202,OR394015.1|2019-10-29,3I_A.1.1,3I_A,3I,OR394015,10173,100,2019,Sri Lanka,Sri Lanka,OR394015,2019
202,MW946962.1|2006,3II_A,3II_A,3II,MW946962,10173,100,2006,Thailand,Thailand,MW946962,2006
202,FJ547082.1|2001,3III_C.1,3III_C,3III,FJ547082,10648,104.6692225,2001,USA: Puerto Rico,USA,FJ547082,2001
203,OR394017.1|2019-10-31,3I_A.1.1,3I_A,3I,OR394017,10173,100,2019,Sri Lanka,Sri Lanka,OR394017,2019
203,MW946963.1|1994,3II_A,3II_A,3II,MW946963,10173,100,1994,Thailand,Thailand,MW946963,1994
203,FJ547083.1|2002,3III_C.2,3III_C,3III,FJ547083,10649,104.6790524,2002,USA: Puerto Rico,USA,FJ547083,2002
204,OR394018.1|2019-11-05,3I_A.1.1,3I_A,3I,OR394018,10173,100,2019,Sri Lanka,Sri Lanka,OR394018,2019
204,MW946964.1|1994,3II_A,3II_A,3II,MW946964,10173,100,1994,Thailand,Thailand,MW946964,1994
204,FJ547084.1|2002,3III_C.1,3III_C,3III,FJ547084,10648,104.6692225,2002,USA: Puerto Rico,USA,FJ547084,2002
205,OR394019.1|2019-11-05,3I_A.1.1,3I_A,3I,OR394019,10173,100,2019,Sri Lanka,Sri Lanka,OR394019,2019
205,MW946965.1|2010,3II_A.5,3II_A,3II,MW946965,10173,100,2010,Thailand,Thailand,MW946965,2010
205,FJ547085.1|2006,3III_C.1,3III_C,3III,FJ547085,10648,104.6692225,2006,USA: Puerto Rico,USA,FJ547085,2006
206,OR394020.1|2019-11-11,3I_A.1.1,3I_A,3I,OR394020,10173,100,2019,Sri Lanka,Sri Lanka,OR394020,2019
206,MW946966.1|2006,3II_A.3,3II_A,3II,MW946966,10173,100,2006,Thailand,Thailand,MW946966,2006
206,FJ562097.1|2007,3II_A.1,3II_A,3II,FJ562097,10648,104.6692225,2007,Viet Nam: South,Viet Nam,FJ562097,2007
207,OR394021.1|2019-11-14,3I_A.1.1,3I_A,3I,OR394021,10173,100,2019,Sri Lanka,Sri Lanka,OR394021,2019
207,MW946967.1|2006,3II_A.2,3II_A,3II,MW946967,10173,100,2006,Thailand,Thailand,MW946967,2006
207,FJ562099.1|2007,3II_A.1,3II_A,3II,FJ562099,10651,104.6987123,2007,Viet Nam: South,Viet Nam,FJ562099,2007
208,OR394023.1|2019-11-19,3I_A.1.1,3I_A,3I,OR394023,10173,100,2019,Sri Lanka,Sri Lanka,OR394023,2019
208,MW946968.1|2006,3II_A.3,3II_A,3II,MW946968,10173,100,2006,Thailand,Thailand,MW946968,2006
208,FJ562100.1|2007,3II_A.1,3II_A,3II,FJ562100,10638,104.570923,2007,Viet Nam: South,Viet Nam,FJ562100,2007
209,OR394025.1|2019-11-20,3I_A.1.1,3I_A,3I,OR394025,10173,100,2019,Sri Lanka,Sri Lanka,OR394025,2019
209,MW946969.1|1996,3II_A.5,3II_A,3II,MW946969,10173,100,1996,Thailand,Thailand,MW946969,1996
209,FJ562102.1|2007,3II_A.1,3II_A,3II,FJ562102,10638,104.570923,2007,Viet Nam: South,Viet Nam,FJ562102,2007
210,OR394027.1|2019-11-26,3I_A.1.1,3I_A,3I,OR394027,10173,100,2019,Sri Lanka,Sri Lanka,OR394027,2019
210,MW946970.1|2005,3II_A.2,3II_A,3II,MW946970,10173,100,2005,Thailand,Thailand,MW946970,2005
210,FJ562103.1|2008,3II_A.1,3II_A,3II,FJ562103,10644,104.6299027,2008,Viet Nam: South,Viet Nam,FJ562103,2008
211,OR394032.1|2019-11-29,3I_A.1.1,3I_A,3I,OR394032,10173,100,2019,Sri Lanka,Sri Lanka,OR394032,2019
211,MW946971.1|1998,3II_A.4,3II_A,3II,MW946971,10173,100,1998,Thailand,Thailand,MW946971,1998
211,FJ562107.1|2000,3III_C.1,3III_C,3III,FJ562107,10648,104.6692225,2000,USA: Puerto Rico,USA,FJ562107,2000
212,OR394034.1|2019-12-03,3I_A.1.1,3I_A,3I,OR394034,10173,100,2019,Sri Lanka,Sri Lanka,OR394034,2019
212,MW946972.1|2008,3II_B,3II_B,3II,MW946972,10173,100,2008,Myanmar,Myanmar,MW946972,2008
212,FJ639712.1|2007,3II_A.2,3II_A,3II,FJ639712,10643,104.6200727,2007,Cambodia: KCH,Cambodia,FJ639712,2007
213,OR394037.1|2019-12-18,3I_A.1.1,3I_A,3I,OR394037,10173,100,2019,Sri Lanka,Sri Lanka,OR394037,2019
213,MW946973.1|2013,3III_B.1,3III_B,3III,MW946973,10173,100,2013,Thailand,Thailand,MW946973,2013
213,FJ639713.1|2007,3II_A.2,3II_A,3II,FJ639713,10648,104.6692225,2007,Cambodia: PHP,Cambodia,FJ639713,2007
214,OR394038.1|2019-12-24,3I_A.1.1,3I_A,3I,OR394038,10173,100,2019,Sri Lanka,Sri Lanka,OR394038,2019
214,MW946974.1|2011,3III_B.1,3III_B,3III,MW946974,10173,100,2011,Thailand,Thailand,MW946974,2011
214,FJ639714.1|2007,3II_A.2,3II_A,3II,FJ639714,10649,104.6790524,2007,Cambodia: KCH,Cambodia,FJ639714,2007
215,OR394041.1|2019-12-24,3I_A.1.1,3I_A,3I,OR394041,10173,100,2019,Sri Lanka,Sri Lanka,OR394041,2019
215,MW946975.1|2006,3II_A,3II_A,3II,MW946975,10173,100,2006,Thailand,Thailand,MW946975,2006
215,FJ639715.1|2008,3II_A.2,3II_A,3II,FJ639715,10648,104.6692225,2008,Cambodia: PRV,Cambodia,FJ639715,2008
216,OR394043.1|2019-12-26,3I_A.1.1,3I_A,3I,OR394043,10173,100,2019,Sri Lanka,Sri Lanka,OR394043,2019
216,MW946976.1|2006,3II_A.5,3II_A,3II,MW946976,10173,100,2006,Thailand,Thailand,MW946976,2006
216,FJ639716.1|2008,3II_A.2,3II_A,3II,FJ639716,10648,104.6692225,2008,Cambodia: PRV,Cambodia,FJ639716,2008
217,OR394047.1|2019-12-31,3I_A.1.1,3I_A,3I,OR394047,10173,100,2019,Sri Lanka,Sri Lanka,OR394047,2019
217,MW946977.1|2001,3II_A,3II_A,3II,MW946977,10173,100,2001,Thailand,Thailand,MW946977,2001
217,FJ639719.1|2000,3II_A,3II_A,3II,FJ639719,10648,104.6692225,2000,Cambodia: PHP,Cambodia,FJ639719,2000
218,OR394052.1|2020-01-08,3I_A.1.1,3I_A,3I,OR394052,10173,100,2020,Sri Lanka,Sri Lanka,OR394052,2020
218,MW946978.1|2006,3II_B,3II_B,3II,MW946978,10173,100,2006,Thailand,Thailand,MW946978,2006
218,FJ639720.1|2001,3II_A,3II_A,3II,FJ639720,10648,104.6692225,2001,Cambodia: PHP,Cambodia,FJ639720,2001
219,OR394054.1|2020-01-09,3I_A.1.1,3I_A,3I,OR394054,10173,100,2020,Sri Lanka,Sri Lanka,OR394054,2020
219,MW946979.1|2014,3III_B.1,3III_B,3III,MW946979,10173,100,2014,Thailand,Thailand,MW946979,2014
219,FJ639721.1|2002,3II_A,3II_A,3II,FJ639721,10648,104.6692225,2002,Cambodia: KCH,Cambodia,FJ639721,2002
220,MW946980.1|2001,3II_A,3II_A,3II,MW946980,10173,100,2001,Thailand,Thailand,MW946980,2001
220,OR821929.1|2023-09-21,3III_B.3.2,3III_B,3III,OR821929,10560,103.8041876,2023,USA: FL,USA,OR821929,2023
220,FJ639722.1|2002,3II_A,3II_A,3II,FJ639722,10648,104.6692225,2002,Cambodia: KCH,Cambodia,FJ639722,2002
221,MW946981.1|2003,3II_A,3II_A,3II,MW946981,10173,100,2003,Thailand,Thailand,MW946981,2003
221,OR821930.1|2023-07-10,3III_B.3.2,3III_B,3III,OR821930,10546,103.6665684,2023,USA: FL,USA,OR821930,2023
221,FJ639723.1|2003,3II_A,3II_A,3II,FJ639723,10648,104.6692225,2003,Cambodia: KCH,Cambodia,FJ639723,2003
222,MW946982.1|1997,3II_A,3II_A,3II,MW946982,10173,100,1997,Thailand,Thailand,MW946982,1997
222,OR821931.1|2023-07-12,3III_B.3.2,3III_B,3III,OR821931,10546,103.6665684,2023,USA: FL,USA,OR821931,2023
222,FJ639724.1|2003,3II_A.2,3II_A,3II,FJ639724,10648,104.6692225,2003,Cambodia: PHP,Cambodia,FJ639724,2003
223,MW946983.1|1999,3II_A,3II_A,3II,MW946983,10173,100,1999,Thailand,Thailand,MW946983,1999
223,OR821932.1|2023-07-11,3III_B.3.2,3III_B,3III,OR821932,10546,103.6665684,2023,USA: FL,USA,OR821932,2023
223,FJ639725.1|2003,3II_A.2,3II_A,3II,FJ639725,10648,104.6692225,2003,Cambodia: KSO,Cambodia,FJ639725,2003
224,MW946984.1|2003,3II_A,3II_A,3II,MW946984,10173,100,2003,Thailand,Thailand,MW946984,2003
224,OR821933.1|2023-07-19,3III_B.3.2,3III_B,3III,OR821933,10546,103.6665684,2023,USA: FL,USA,OR821933,2023
224,FJ639726.1|2004,3II_A.2,3II_A,3II,FJ639726,10648,104.6692225,2004,Cambodia: PHP,Cambodia,FJ639726,2004
225,MW946985.1|1994,3II_A,3II_A,3II,MW946985,10173,100,1994,Thailand,Thailand,MW946985,1994
225,OR821934.1|2023-08-21,3III_B.3.2,3III_B,3III,OR821934,10461,102.8310233,2023,USA: FL,USA,OR821934,2023
225,FJ639727.1|2005,3II_A.2,3II_A,3II,FJ639727,10648,104.6692225,2005,Cambodia: BTB,Cambodia,FJ639727,2005
226,OR821935.1|2023-08-28,3I_A.2,3I_A,3I,OR821935,10546,103.6665684,2023,USA: FL,USA,OR821935,2023
226,FJ639728.1|2005,3II_A.2,3II_A,3II,FJ639728,10648,104.6692225,2005,Cambodia: PHP,Cambodia,FJ639728,2005
226,MW426463.1|2014-10-15,3II_B,3II_B,3II,MW426463,10702,105.2000393,2014,China,China,MW426463,2014
227,MW396462.1|2019-07-01,3I_A.2,3I_A,3I,MW396462,10400,102.2313968,2019,Bangladesh,Bangladesh,MW396462,2019
227,OR821936.1|2023-09-21,3III_B.3.2,3III_B,3III,OR821936,10538,103.5879288,2023,USA: FL,USA,OR821936,2023
227,FJ639729.1|2006,3II_A.2,3II_A,3II,FJ639729,10648,104.6692225,2006,Cambodia: BTB,Cambodia,FJ639729,2006
228,MW396463.1|2019-07-02,3I_A.2,3I_A,3I,MW396463,10444,102.6639143,2019,Bangladesh,Bangladesh,MW396463,2019
228,OR821937.1|2023-09-24,3III_B.3.2,3III_B,3III,OR821937,10546,103.6665684,2023,USA: FL,USA,OR821937,2023
228,FJ639730.1|2006,3II_A.2,3II_A,3II,FJ639730,10648,104.6692225,2006,Cambodia: PHP,Cambodia,FJ639730,2006
229,OR821938.1|2023-09-23,3III_B.3.2,3III_B,3III,OR821938,10461,102.8310233,2023,USA: FL,USA,OR821938,2023
229,FJ639731.1|2007,3II_A.2,3II_A,3II,FJ639731,10648,104.6692225,2007,Cambodia: SRP,Cambodia,FJ639731,2007
229,MW396464.1|2019-07-03,3I_A.2,3I_A,3I,MW396464,10680,104.9837806,2019,Bangladesh,Bangladesh,MW396464,2019
230,OR821940.1|2023-09-19,3III_B.3.2,3III_B,3III,OR821940,10592,104.1187457,2023,USA: FL,USA,OR821940,2023
230,FJ639746.1|2000,3III_C.1,3III_C,3III,FJ639746,10648,104.6692225,2000,Venezuela: Aragua,Venezuela,FJ639746,2000
230,MW396465.1|2019-07-04,3I_A.2,3I_A,3I,MW396465,10707,105.249189,2019,Bangladesh,Bangladesh,MW396465,2019
231,OR821941.1|2023-09-26,3III_B.3.2,3III_B,3III,OR821941,10461,102.8310233,2023,USA: FL,USA,OR821941,2023
231,FJ639747.1|2000,3III_C.1,3III_C,3III,FJ639747,10648,104.6692225,2000,Venezuela: Aragua,Venezuela,FJ639747,2000
231,MW396466.1|2019-07-05,3I_A.2,3I_A,3I,MW396466,10702,105.2000393,2019,Bangladesh,Bangladesh,MW396466,2019
232,MW396467.1|2019-07-06,3I_A.2,3I_A,3I,MW396467,10444,102.6639143,2019,Bangladesh,Bangladesh,MW396467,2019
232,OR821942.1|2023-09-27,3III_B.3.2,3III_B,3III,OR821942,10572,103.9221469,2023,USA: FL,USA,OR821942,2023
232,FJ639749.1|2000,3III_C.1,3III_C,3III,FJ639749,10647,104.6593925,2000,Venezuela: Aragua,Venezuela,FJ639749,2000
233,OR821943.1|2023-09-25,3III_B.3.2,3III_B,3III,OR821943,10571,103.9123169,2023,USA: FL,USA,OR821943,2023
233,FJ639750.1|2000,3III_C.1,3III_C,3III,FJ639750,10648,104.6692225,2000,Venezuela: Aragua,Venezuela,FJ639750,2000
233,MW396468.1|2019-07-07,3I_A.2,3I_A,3I,MW396468,10707,105.249189,2019,Bangladesh,Bangladesh,MW396468,2019
234,OR821945.1|2023-09-28,3III_B.3.2,3III_B,3III,OR821945,10461,102.8310233,2023,USA: FL,USA,OR821945,2023
234,FJ639751.1|2001,3III_C.1,3III_C,3III,FJ639751,10632,104.5119434,2001,Venezuela: Aragua,Venezuela,FJ639751,2001
234,MW396469.1|2019-08-01,3I_A.2,3I_A,3I,MW396469,10668,104.8658213,2019,Bangladesh,Bangladesh,MW396469,2019
235,MW308179.1|2019-04-15,3III_C.2.1,3III_C,3III,MW308179,9998,98.27976015,2019,Mexico: Chiapas,Mexico,MW308179,2019
235,OR821948.1|2023-09-30,3III_B.3.2,3III_B,3III,OR821948,10546,103.6665684,2023,USA: FL,USA,OR821948,2023
235,FJ639752.1|2001,3III_C.1,3III_C,3III,FJ639752,10648,104.6692225,2001,Venezuela: Aragua,Venezuela,FJ639752,2001
236,MW308180.1|2019-05-21,3III_C.2.1,3III_C,3III,MW308180,9998,98.27976015,2019,Mexico: Chiapas,Mexico,MW308180,2019
236,OR821949.1|2023-10-06,3III_B.3.2,3III_B,3III,OR821949,10542,103.6272486,2023,USA: FL,USA,OR821949,2023
236,FJ639753.1|2001,3III_C.1,3III_C,3III,FJ639753,10647,104.6593925,2001,Venezuela: Aragua,Venezuela,FJ639753,2001
237,MW308181.1|2019-08-22,3III_C.2.1,3III_C,3III,MW308181,9998,98.27976015,2019,Mexico: Puebla,Mexico,MW308181,2019
237,OR821950.1|2023-10-02,3III_B.3.2,3III_B,3III,OR821950,10497,103.1849012,2023,USA: FL,USA,OR821950,2023
237,FJ639754.1|2001,3III_C.1,3III_C,3III,FJ639754,10648,104.6692225,2001,Venezuela: Aragua,Venezuela,FJ639754,2001
238,OR821951.1|2023-10-07,3III_B.3.2,3III_B,3III,OR821951,10571,103.9123169,2023,USA: FL,USA,OR821951,2023
238,FJ639755.1|2001,3III_C.1,3III_C,3III,FJ639755,10635,104.5414332,2001,Venezuela: Aragua,Venezuela,FJ639755,2001
238,MW295815.1|2020-09-07,3I_A.1.2,3I_A,3I,MW295815,10656,104.747862,2020,China: Guangzhou,China,MW295815,2020
239,MW288025.1|2018-10,3III_B.2,3III_B,3III,MW288025,10515,103.3618402,2018,Senegal,Senegal,MW288025,2018
239,OR821952.1|2023-10-05,3III_B.3.2,3III_B,3III,OR821952,10591,104.1089158,2023,USA: FL,USA,OR821952,2023
239,FJ639756.1|2001,3III_C.1,3III_C,3III,FJ639756,10648,104.6692225,2001,Venezuela: Aragua,Venezuela,FJ639756,2001
240,MW288026.1|2018-10,3III_B.2,3III_B,3III,MW288026,10525,103.4601396,2018,Senegal,Senegal,MW288026,2018
240,FJ639757.1|2001,3III_C.1,3III_C,3III,FJ639757,10627,104.4627937,2001,Venezuela: Aragua,Venezuela,FJ639757,2001
240,OR821953.1|2023-10-07,3III_B.3.2,3III_B,3III,OR821953,10639,104.580753,2023,USA: FL,USA,OR821953,2023
241,OR821954.1|2023-10-10,3III_B.3.2,3III_B,3III,OR821954,10523,103.4404797,2023,USA: FL,USA,OR821954,2023
241,FJ639758.1|2001,3III_C.1,3III_C,3III,FJ639758,10648,104.6692225,2001,Venezuela: Aragua,Venezuela,FJ639758,2001
241,MW288027.1|2018-10,3III_B.2,3III_B,3III,MW288027,10655,104.738032,2018,Senegal,Senegal,MW288027,2018
242,FJ639759.1|2001,3III_C.1,3III_C,3III,FJ639759,10648,104.6692225,2001,Venezuela: Aragua,Venezuela,FJ639759,2001
242,OR821955.1|2023-10-09,3III_B.3.2,3III_B,3III,OR821955,10658,104.7675219,2023,USA: FL,USA,OR821955,2023
242,MW288028.1|2018-10,3III_B.2,3III_B,3III,MW288028,10680,104.9837806,2018,Senegal,Senegal,MW288028,2018
243,FJ639760.1|2001,3III_C.1,3III_C,3III,FJ639760,10649,104.6790524,2001,Venezuela: Aragua,Venezuela,FJ639760,2001
243,OR821956.1|2023-10-07,3III_B.3.2,3III_B,3III,OR821956,10664,104.8265015,2023,USA: FL,USA,OR821956,2023
243,MW288031.1|2018-11,3III_B.2,3III_B,3III,MW288031,10680,104.9837806,2018,Senegal,Senegal,MW288031,2018
244,FJ639761.1|2001,3III_C.1,3III_C,3III,FJ639761,10648,104.6692225,2001,Venezuela: Aragua,Venezuela,FJ639761,2001
244,MW288033.1|2018-11,3III_B.2,3III_B,3III,MW288033,10650,104.6888823,2018,Senegal,Senegal,MW288033,2018
244,OR821958.1|2023-10-10,3III_B.3.2,3III_B,3III,OR821958,10667,104.8559913,2023,USA: FL,USA,OR821958,2023
245,OR821960.1|2023-10-11,3III_B.3.2,3III_B,3III,OR821960,10589,104.0892559,2023,USA: FL,USA,OR821960,2023
245,MW288035.1|2018-11,3III_B.2,3III_B,3III,MW288035,10641,104.6004129,2018,Senegal,Senegal,MW288035,2018
245,FJ639762.1|2001,3III_C.1,3III_C,3III,FJ639762,10651,104.6987123,2001,Venezuela: Aragua,Venezuela,FJ639762,2001
246,OR821961.1|2023-10-03,3III_B.3.2,3III_B,3III,OR821961,10546,103.6665684,2023,USA: FL,USA,OR821961,2023
246,FJ639763.1|2001,3III_C.1,3III_C,3III,FJ639763,10648,104.6692225,2001,Venezuela: Aragua,Venezuela,FJ639763,2001
246,MW288037.1|2018-11,3III_B.2,3III_B,3III,MW288037,10663,104.8166716,2018,Senegal,Senegal,MW288037,2018
247,OR821963.1|2023-10-16,3III_B.3.2,3III_B,3III,OR821963,10548,103.6862283,2023,USA: FL,USA,OR821963,2023
247,MW288038.1|2018-11,3III_B.2,3III_B,3III,MW288038,10639,104.580753,2018,Senegal,Senegal,MW288038,2018
247,FJ639765.1|2001,3III_C.1,3III_C,3III,FJ639765,10648,104.6692225,2001,Venezuela: Aragua,Venezuela,FJ639765,2001
248,OR821964.1|2023-10-14,3III_B.3.2,3III_B,3III,OR821964,10559,103.7943576,2023,USA: FL,USA,OR821964,2023
248,FJ639766.1|2001,3III_C.1,3III_C,3III,FJ639766,10648,104.6692225,2001,Venezuela: Aragua,Venezuela,FJ639766,2001
248,MW288039.1|2018-11,3III_B.2,3III_B,3III,MW288039,10662,104.8068416,2018,Senegal,Senegal,MW288039,2018
249,FJ639767.1|2001,3III_C.1,3III_C,3III,FJ639767,10628,104.4726236,2001,Venezuela: Aragua,Venezuela,FJ639767,2001
249,OR821965.1|2023-10-15,3III_B.3.2,3III_B,3III,OR821965,10633,104.5217733,2023,USA: FL,USA,OR821965,2023
249,MW288040.1|2018-11,3III_B.2,3III_B,3III,MW288040,10650,104.6888823,2018,Senegal,Senegal,MW288040,2018
250,FJ639768.1|2001,3III_C.1,3III_C,3III,FJ639768,10648,104.6692225,2001,Venezuela: Aragua,Venezuela,FJ639768,2001
250,MN448930.1|2010,3II_A.5,3II_A,3II,MN448930,10663,104.8166716,2010,Thailand,Thailand,MN448930,2010
250,OR821726.1|2022-09,3III_B.3.1,3III_B,3III,OR821726,10708,105.259019,2022,Nepal,Nepal,OR821726,2022
251,OR574470.1|2023-09-01,3III_B.3.2,3III_B,3III,OR574470,10642,104.6102428,2023,Italy,Italy,OR574470,2023
251,FJ639769.1|2001,3III_C.1,3III_C,3III,FJ639769,10647,104.6593925,2001,Venezuela: Aragua,Venezuela,FJ639769,2001
251,MN448931.1|2010,3II_A.5,3II_A,3II,MN448931,10663,104.8166716,2010,Thailand,Thailand,MN448931,2010
252,OR575180.1|2023-09-01,3III_B.3.2,3III_B,3III,OR575180,10642,104.6102428,2023,Italy,Italy,OR575180,2023
